ticker;Date;sector;signal1
EXP;7/23/14;Materials;-1
EXP;10/29/14;Materials;1
EXP;11/16/11;Materials;-1
EXP;1/25/11;Materials;1
EXP;2/5/14;Materials;-1
EXP;7/25/16;Materials;1
EXP;5/19/16;Materials;1
EXP;2/7/13;Materials;-1
EXP;5/16/12;Materials;-1
EXP;5/15/13;Materials;-1
EXP;1/29/16;Materials;-1
EXP;10/31/13;Materials;1
EXP;2/2/12;Materials;1
HW;5/5/15;Materials;1
HW;2/2/16;Materials;-1
HW;2/3/15;Materials;1
HW;4/26/12;Materials;-1
HW;1/31/12;Materials;-1
HW;4/29/14;Materials;1
HW;8/4/15;Materials;-1
HW;11/4/14;Materials;-1
HW;8/4/16;Materials;-1
HW;1/29/13;Materials;-1
HW;7/31/12;Materials;-1
HW;5/3/16;Materials;1
HW;11/3/15;Materials;1
HW;4/30/13;Materials;-1
HW;7/29/14;Materials;-1
HW;11/5/13;Materials;-1
HW;2/4/14;Materials;-1
HW;7/30/13;Materials;-1
HW;11/6/12;Materials;1
SHLM;7/13/11;Materials;1
SHLM;7/7/15;Materials;-1
SHLM;6/29/16;Materials;1
SHLM;10/26/11;Materials;-1
SHLM;10/25/12;Materials;1
SHLM;4/28/10;Materials;1
SHLM;4/7/15;Materials;-1
SHLM;1/12/11;Materials;-1
SHLM;10/21/15;Materials;-1
SHLM;4/27/11;Materials;1
SHLM;7/14/10;Materials;1
SHLM;1/13/10;Materials;1
SHLM;4/8/14;Materials;1
SHLM;10/23/14;Materials;1
SHLM;4/5/12;Materials;-1
SHLM;1/11/16;Materials;-1
SHLM;4/6/16;Materials;1
SHLM;4/9/13;Materials;-1
SHLM;1/6/12;Materials;1
SHLM;7/2/13;Materials;-1
SHLM;1/4/13;Materials;1
SHLM;7/10/12;Materials;1
SHLM;1/7/15;Materials;1
SHLM;7/2/14;Materials;1
SHLM;1/7/14;Materials;1
SHLM;10/27/10;Materials;1
SHLM;10/25/13;Materials;1
CSTE;11/6/13;Materials;-1
CSTE;5/4/16;Materials;-1
CSTE;8/5/15;Materials;1
CSTE;5/8/13;Materials;1
CSTE;8/7/13;Materials;1
CSTE;8/6/14;Materials;-1
CSTE;2/11/15;Materials;-1
CSTE;11/5/14;Materials;1
CSTE;5/6/15;Materials;1
CSTE;2/6/13;Materials;1
CSTE;5/8/14;Materials;-1
CSTE;2/10/16;Materials;-1
CSTE;11/7/12;Materials;1
CSTE;8/3/16;Materials;1
CSTE;5/8/12;Materials;1
CSTE;11/4/15;Materials;-1
CSTE;8/7/12;Materials;1
CSTE;2/12/14;Materials;1
AGU;11/3/11;Materials;-1
AGU;2/9/16;Materials;1
AGU;5/8/13;Materials;-1
AGU;5/5/10;Materials;-1
AGU;8/3/11;Materials;1
AGU;5/7/14;Materials;1
AGU;11/3/10;Materials;-1
AGU;2/9/11;Materials;1
AGU;8/7/14;Materials;1
AGU;11/5/15;Materials;1
AGU;11/6/13;Materials;-1
AGU;5/4/11;Materials;1
AGU;8/4/16;Materials;1
AGU;11/4/14;Materials;1
AGU;2/8/12;Materials;1
AGU;5/9/12;Materials;-1
AGU;8/6/15;Materials;-1
AGU;8/8/13;Materials;1
AGU;2/22/13;Materials;1
AGU;2/24/15;Materials;-1
AGU;5/6/15;Materials;-1
AGU;2/21/14;Materials;-1
AGU;11/7/12;Materials;-1
AGU;8/2/12;Materials;-1
AGU;8/4/10;Materials;1
AGU;5/4/16;Materials;1
APD;7/28/16;Materials;1
APD;1/24/12;Materials;1
APD;4/30/15;Materials;1
APD;7/23/14;Materials;1
APD;1/29/15;Materials;1
APD;12/1/10;Materials;1
APD;3/1/10;Materials;1
APD;4/24/12;Materials;1
APD;10/30/14;Materials;1
APD;1/28/14;Materials;1
APD;6/1/11;Materials;1
APD;10/21/11;Materials;-1
APD;6/1/10;Materials;1
APD;9/1/10;Materials;1
APD;4/23/14;Materials;-1
APD;1/29/16;Materials;1
APD;3/1/11;Materials;1
APD;10/29/13;Materials;1
APD;10/29/15;Materials;1
APD;1/23/13;Materials;1
APD;7/23/13;Materials;1
APD;4/23/13;Materials;1
APD;7/30/15;Materials;1
APD;7/24/12;Materials;1
APD;4/28/16;Materials;1
APD;10/19/12;Materials;-1
ARG;10/27/11;Materials;1
ARG;7/24/14;Materials;1
ARG;7/21/10;Materials;1
ARG;5/2/13;Materials;1
ARG;10/23/12;Materials;-1
ARG;5/6/10;Materials;1
ARG;1/21/11;Materials;1
ARG;5/1/14;Materials;-1
ARG;7/28/11;Materials;1
ARG;5/5/11;Materials;1
ARG;2/3/15;Materials;-1
ARG;7/25/13;Materials;-1
ARG;5/3/12;Materials;1
ARG;1/26/12;Materials;1
ARG;10/23/14;Materials;1
ARG;10/26/10;Materials;1
ARG;7/25/12;Materials;-1
ARG;10/23/13;Materials;1
ARG;4/30/15;Materials;1
ARG;7/28/15;Materials;1
ARG;1/24/13;Materials;-1
ARG;1/30/14;Materials;1
ARG;10/27/15;Materials;1
ARG;1/28/16;Materials;1
ALB;10/18/12;Materials;1
ALB;7/18/12;Materials;1
ALB;4/19/12;Materials;1
ALB;5/7/15;Materials;1
ALB;8/6/15;Materials;1
ALB;10/17/13;Materials;1
ALB;10/23/14;Materials;1
ALB;1/29/15;Materials;-1
ALB;1/24/12;Materials;1
ALB;1/29/14;Materials;1
ALB;7/18/13;Materials;-1
ALB;4/17/14;Materials;1
ALB;1/23/13;Materials;1
ALB;7/31/14;Materials;1
ALB;4/18/13;Materials;-1
ALB;2/18/16;Materials;1
ALB;11/5/15;Materials;1
ALB;5/11/16;Materials;1
ALB;8/4/16;Materials;1
HUN;2/16/12;Materials;1
HUN;4/30/13;Materials;1
HUN;2/18/15;Materials;-1
HUN;6/1/10;Materials;1
HUN;4/29/14;Materials;1
HUN;11/2/11;Materials;1
HUN;5/5/11;Materials;1
HUN;10/27/15;Materials;1
HUN;2/11/16;Materials;1
HUN;2/11/14;Materials;1
HUN;7/27/16;Materials;1
HUN;10/27/14;Materials;1
HUN;2/17/11;Materials;1
HUN;11/2/12;Materials;1
HUN;7/30/14;Materials;1
HUN;4/28/16;Materials;1
HUN;3/1/10;Materials;1
HUN;9/1/10;Materials;1
HUN;4/30/15;Materials;1
HUN;8/4/11;Materials;-1
HUN;2/12/13;Materials;1
HUN;7/29/15;Materials;1
HUN;5/1/12;Materials;1
HUN;8/1/12;Materials;1
HUN;10/29/13;Materials;1
HUN;7/31/13;Materials;1
IPHS;2/22/12;Materials;1
IPHS;4/28/15;Materials;-1
IPHS;11/4/15;Materials;-1
IPHS;3/1/10;Materials;1
IPHS;2/23/16;Materials;-1
IPHS;2/15/13;Materials;-1
IPHS;7/28/15;Materials;-1
IPHS;4/28/16;Materials;1
IPHS;7/29/14;Materials;1
IPHS;7/30/13;Materials;-1
IPHS;4/30/13;Materials;-1
IPHS;2/18/15;Materials;-1
IPHS;10/28/14;Materials;-1
IPHS;10/30/12;Materials;1
IPHS;8/2/16;Materials;1
IPHS;8/7/12;Materials;-1
IPHS;10/29/13;Materials;-1
IPHS;4/29/14;Materials;1
IPHS;5/2/12;Materials;1
IPHS;2/19/14;Materials;1
IOSP;8/9/12;Materials;1
IOSP;8/3/16;Materials;1
IOSP;3/1/10;Materials;1
IOSP;6/1/10;Materials;1
IOSP;2/13/13;Materials;1
IOSP;2/18/15;Materials;1
IOSP;5/7/14;Materials;-1
IOSP;11/5/14;Materials;1
IOSP;2/15/12;Materials;1
IOSP;11/4/15;Materials;1
IOSP;2/17/16;Materials;1
IOSP;5/6/15;Materials;1
IOSP;8/9/13;Materials;1
IOSP;5/4/16;Materials;1
IOSP;8/5/15;Materials;1
IOSP;5/7/13;Materials;-1
IOSP;8/6/14;Materials;1
IOSP;2/13/14;Materials;1
IOSP;10/31/12;Materials;-1
IOSP;11/5/13;Materials;-1
IOSP;5/8/12;Materials;1
IFF;8/8/12;Materials;1
IFF;2/7/13;Materials;-1
IFF;5/8/12;Materials;-1
IFF;12/1/10;Materials;-1
IFF;8/9/16;Materials;1
IFF;5/6/14;Materials;1
IFF;11/5/13;Materials;1
IFF;8/11/15;Materials;1
IFF;6/1/11;Materials;1
IFF;3/1/10;Materials;1
IFF;6/1/10;Materials;1
IFF;8/5/14;Materials;1
IFF;11/6/12;Materials;1
IFF;9/1/11;Materials;-1
IFF;2/9/12;Materials;1
IFF;11/4/14;Materials;1
IFF;11/10/15;Materials;1
IFF;5/12/15;Materials;1
IFF;2/13/14;Materials;1
IFF;2/12/15;Materials;1
IFF;2/11/16;Materials;-1
IFF;5/7/13;Materials;1
IFF;8/6/13;Materials;-1
IFF;5/10/16;Materials;1
IFF;3/1/11;Materials;1
IFF;9/1/10;Materials;1
IPI;8/2/16;Materials;-1
IPI;5/1/14;Materials;1
IPI;3/1/11;Materials;-1
IPI;5/2/13;Materials;1
IPI;2/13/14;Materials;-1
IPI;7/31/14;Materials;1
IPI;8/1/13;Materials;-1
IPI;10/31/13;Materials;1
IPI;11/1/12;Materials;1
IPI;10/27/15;Materials;1
IPI;12/1/10;Materials;1
IPI;2/19/15;Materials;1
IPI;3/1/10;Materials;1
IPI;5/9/16;Materials;-1
IPI;2/29/16;Materials;-1
IPI;6/1/10;Materials;-1
IPI;8/2/12;Materials;1
IPI;5/3/12;Materials;-1
IPI;2/14/13;Materials;1
IPI;7/28/15;Materials;-1
IPI;10/30/14;Materials;-1
IPI;6/1/11;Materials;-1
IPI;11/2/11;Materials;-1
IPI;2/16/12;Materials;-1
IPI;4/28/15;Materials;1
IPI;9/1/10;Materials;1
KOP;11/3/11;Materials;1
KOP;11/7/13;Materials;1
KOP;8/8/13;Materials;1
KOP;2/25/16;Materials;-1
KOP;12/1/10;Materials;1
KOP;5/8/15;Materials;1
KOP;5/3/13;Materials;-1
KOP;3/1/10;Materials;1
KOP;11/8/12;Materials;-1
KOP;11/6/14;Materials;-1
KOP;2/16/12;Materials;-1
KOP;11/5/15;Materials;1
KOP;5/6/16;Materials;1
KOP;8/6/15;Materials;1
KOP;6/1/10;Materials;1
KOP;2/14/13;Materials;1
KOP;2/13/14;Materials;-1
KOP;6/1/11;Materials;1
KOP;8/9/12;Materials;-1
KOP;8/7/14;Materials;-1
KOP;5/4/12;Materials;1
KOP;9/1/10;Materials;-1
KOP;8/4/16;Materials;1
KOP;3/1/11;Materials;-1
KOP;2/26/15;Materials;-1
KOP;5/5/14;Materials;-1
KRA;9/1/11;Materials;1
KRA;3/1/11;Materials;1
KRA;10/31/13;Materials;1
KRA;4/28/16;Materials;1
KRA;3/1/10;Materials;1
KRA;5/2/13;Materials;-1
KRA;12/1/10;Materials;1
KRA;11/1/12;Materials;-1
KRA;2/24/16;Materials;1
KRA;5/1/12;Materials;-1
KRA;2/25/15;Materials;1
KRA;8/1/13;Materials;-1
KRA;8/1/12;Materials;-1
KRA;10/30/14;Materials;-1
KRA;2/28/13;Materials;-1
KRA;2/27/14;Materials;1
KRA;7/31/14;Materials;-1
KRA;6/1/11;Materials;-1
KRA;9/1/10;Materials;1
KRA;7/28/16;Materials;-1
KRA;6/1/10;Materials;1
KRA;4/30/15;Materials;1
KRA;7/30/15;Materials;-1
KRA;4/30/14;Materials;1
KRA;10/29/15;Materials;-1
KRA;3/1/12;Materials;-1
LXU;2/29/12;Materials;1
LXU;3/1/13;Materials;1
LXU;11/6/15;Materials;-1
LXU;8/6/10;Materials;1
LXU;5/10/12;Materials;1
LXU;5/8/14;Materials;-1
LXU;3/1/16;Materials;1
LXU;5/8/15;Materials;-1
LXU;8/8/14;Materials;-1
LXU;11/7/12;Materials;-1
LXU;8/7/15;Materials;-1
LXU;11/6/13;Materials;-1
LXU;3/2/15;Materials;-1
LXU;5/5/16;Materials;-1
LXU;8/9/13;Materials;1
LXU;5/7/13;Materials;1
LXU;8/9/12;Materials;1
LXU;11/7/14;Materials;-1
LXU;2/27/14;Materials;-1
LXU;8/5/16;Materials;-1
LYB;10/24/14;Materials;1
LYB;2/10/12;Materials;-1
LYB;7/29/11;Materials;1
LYB;4/29/14;Materials;-1
LYB;7/25/14;Materials;1
LYB;4/22/16;Materials;1
LYB;4/30/12;Materials;1
LYB;7/28/15;Materials;1
LYB;1/31/14;Materials;1
LYB;5/2/11;Materials;1
LYB;10/29/13;Materials;-1
LYB;2/3/15;Materials;1
LYB;10/29/10;Materials;-1
LYB;4/26/13;Materials;1
LYB;7/27/12;Materials;1
LYB;4/24/15;Materials;1
LYB;7/26/13;Materials;-1
LYB;10/28/11;Materials;1
LYB;7/29/16;Materials;-1
LYB;2/2/16;Materials;1
LYB;10/26/12;Materials;-1
LYB;10/23/15;Materials;1
LYB;2/18/11;Materials;1
LYB;2/1/13;Materials;-1
MTX;6/1/10;Materials;1
MTX;1/31/14;Materials;1
MTX;7/26/13;Materials;1
MTX;9/1/11;Materials;1
MTX;4/30/12;Materials;1
MTX;1/30/15;Materials;1
MTX;4/26/13;Materials;1
MTX;11/1/13;Materials;1
MTX;2/3/12;Materials;1
MTX;3/1/10;Materials;1
MTX;10/24/14;Materials;1
MTX;9/1/10;Materials;-1
MTX;12/1/10;Materials;1
MTX;6/1/11;Materials;-1
MTX;3/1/11;Materials;1
MTX;8/8/14;Materials;1
MTX;11/2/12;Materials;1
MTX;7/27/12;Materials;1
MTX;8/7/15;Materials;1
MTX;2/5/16;Materials;1
MTX;4/25/14;Materials;1
MTX;8/5/16;Materials;1
MTX;4/24/15;Materials;1
MTX;5/6/16;Materials;1
MTX;2/1/13;Materials;1
MTX;10/23/15;Materials;1
MON;1/6/11;Materials;1
MON;10/7/10;Materials;-1
MON;10/8/14;Materials;-1
MON;10/2/13;Materials;-1
MON;6/29/11;Materials;1
MON;1/6/16;Materials;1
MON;3/7/11;Materials;1
MON;1/8/13;Materials;1
MON;6/24/15;Materials;1
MON;2/1/10;Materials;1
MON;6/30/10;Materials;1
MON;4/1/15;Materials;-1
MON;10/3/12;Materials;-1
MON;1/8/14;Materials;1
MON;10/5/11;Materials;1
MON;6/25/14;Materials;1
MON;10/7/15;Materials;-1
MON;4/3/13;Materials;1
MON;1/5/12;Materials;1
MON;6/26/13;Materials;1
MON;4/6/16;Materials;1
MON;6/29/16;Materials;-1
MON;1/7/15;Materials;1
MON;4/2/14;Materials;1
MON;4/4/12;Materials;1
NEU;7/29/15;Materials;-1
NEU;4/23/15;Materials;1
NEU;7/31/12;Materials;1
NEU;10/29/13;Materials;-1
NEU;10/27/15;Materials;1
NEU;7/30/14;Materials;1
NEU;7/28/16;Materials;1
NEU;2/2/16;Materials;1
NEU;7/31/13;Materials;-1
NEU;1/31/14;Materials;1
NEU;2/2/12;Materials;-1
NEU;4/24/14;Materials;-1
NEU;4/25/13;Materials;1
NEU;1/30/15;Materials;1
NEU;10/30/14;Materials;-1
NEU;4/28/16;Materials;1
NEU;10/26/12;Materials;1
NEU;1/29/13;Materials;-1
NEU;4/26/12;Materials;1
RPM;1/6/12;Materials;-1
RPM;2/1/10;Materials;-1
RPM;8/1/11;Materials;1
RPM;2/1/11;Materials;1
RPM;8/2/10;Materials;1
RPM;5/2/11;Materials;1
RPM;4/8/15;Materials;1
RPM;10/3/12;Materials;-1
RPM;4/4/13;Materials;1
RPM;11/1/10;Materials;1
RPM;4/6/12;Materials;1
RPM;7/24/12;Materials;1
RPM;5/3/10;Materials;1
RPM;1/6/16;Materials;1
RPM;4/6/16;Materials;-1
RPM;7/22/13;Materials;1
RPM;1/8/13;Materials;-1
RPM;4/3/14;Materials;1
RPM;10/9/13;Materials;1
RPM;1/8/14;Materials;1
RPM;7/27/15;Materials;1
RPM;7/28/16;Materials;1
RPM;10/7/15;Materials;-1
RPM;7/28/14;Materials;1
RPM;10/8/14;Materials;-1
RPM;1/7/15;Materials;-1
SOA;6/1/10;Materials;1
SOA;3/1/11;Materials;1
SOA;3/1/10;Materials;1
SOA;12/1/10;Materials;1
SOA;6/1/11;Materials;1
SOA;9/1/10;Materials;1
SOA;1/31/12;Materials;1
SOA;5/2/12;Materials;1
SOA;9/1/11;Materials;1
SIAL;10/21/10;Materials;1
SIAL;7/22/10;Materials;1
SIAL;7/24/12;Materials;-1
SIAL;10/23/14;Materials;1
SIAL;4/24/14;Materials;1
SIAL;7/23/13;Materials;1
SIAL;3/1/10;Materials;1
SIAL;5/7/15;Materials;-1
SIAL;10/22/13;Materials;1
SIAL;2/9/11;Materials;1
SIAL;7/26/11;Materials;1
SIAL;7/30/15;Materials;-1
SIAL;4/26/11;Materials;1
SIAL;4/24/12;Materials;-1
SIAL;2/6/14;Materials;1
SIAL;11/3/15;Materials;-1
SIAL;10/25/11;Materials;1
SIAL;2/9/12;Materials;1
SIAL;2/12/15;Materials;1
SIAL;10/23/12;Materials;-1
SIAL;4/25/13;Materials;1
SIAL;7/24/14;Materials;1
SIAL;2/7/13;Materials;1
SXT;7/20/12;Materials;1
SXT;2/10/14;Materials;1
SXT;10/18/13;Materials;1
SXT;4/20/12;Materials;1
SXT;7/24/15;Materials;1
SXT;6/1/10;Materials;1
SXT;3/1/10;Materials;1
SXT;4/19/13;Materials;1
SXT;7/25/14;Materials;1
SXT;9/1/10;Materials;1
SXT;10/23/15;Materials;1
SXT;4/15/14;Materials;1
SXT;2/7/13;Materials;-1
SXT;7/22/16;Materials;1
SXT;10/19/12;Materials;1
SXT;3/1/11;Materials;-1
SXT;2/5/16;Materials;-1
SXT;12/1/10;Materials;1
SXT;7/26/13;Materials;1
SXT;4/20/16;Materials;-1
SXT;2/7/12;Materials;1
SXT;10/24/14;Materials;1
SXT;4/21/15;Materials;1
SXT;6/1/11;Materials;1
SXT;9/1/11;Materials;1
KWR;8/1/14;Materials;1
KWR;2/27/15;Materials;-1
KWR;7/28/16;Materials;1
KWR;10/30/13;Materials;-1
KWR;12/1/10;Materials;1
KWR;5/1/12;Materials;1
KWR;3/8/12;Materials;-1
KWR;4/30/13;Materials;1
KWR;6/1/10;Materials;1
KWR;9/1/10;Materials;1
KWR;2/28/14;Materials;1
KWR;10/29/14;Materials;1
KWR;7/31/15;Materials;1
KWR;7/30/13;Materials;1
KWR;4/30/14;Materials;1
KWR;7/31/12;Materials;1
KWR;10/31/12;Materials;1
KWR;10/29/15;Materials;1
KWR;3/1/11;Materials;1
KWR;9/1/11;Materials;1
KWR;3/1/10;Materials;1
KWR;3/7/13;Materials;1
KWR;4/30/15;Materials;-1
KWR;6/1/11;Materials;1
KWR;4/28/16;Materials;1
KWR;2/26/16;Materials;1
ROC;2/21/12;Materials;1
ROC;9/1/10;Materials;1
ROC;8/5/13;Materials;-1
ROC;8/1/12;Materials;1
ROC;6/1/10;Materials;1
ROC;4/25/12;Materials;1
ROC;2/19/13;Materials;1
ROC;6/1/11;Materials;1
ROC;10/25/12;Materials;1
ROC;12/1/10;Materials;1
ROC;9/1/11;Materials;1
ROC;3/3/14;Materials;1
ROC;5/7/14;Materials;-1
ROC;4/30/13;Materials;1
ROC;11/12/13;Materials;-1
ROC;3/1/11;Materials;1
ROC;3/1/10;Materials;1
POL;9/1/10;Materials;1
POL;1/28/15;Materials;1
POL;10/24/14;Materials;1
POL;10/25/12;Materials;1
POL;9/1/11;Materials;1
POL;5/2/13;Materials;1
POL;1/29/14;Materials;1
POL;7/27/16;Materials;1
POL;1/30/13;Materials;-1
POL;2/17/12;Materials;1
POL;12/1/10;Materials;1
POL;6/1/10;Materials;1
POL;6/1/11;Materials;1
POL;10/25/13;Materials;1
POL;7/27/15;Materials;-1
POL;3/1/10;Materials;1
POL;7/31/12;Materials;1
POL;4/26/16;Materials;1
POL;5/1/14;Materials;1
POL;5/3/12;Materials;1
POL;10/27/15;Materials;1
POL;5/1/15;Materials;-1
POL;7/31/13;Materials;1
POL;7/22/14;Materials;1
POL;2/3/16;Materials;-1
POL;3/1/11;Materials;1
POT;9/1/10;Materials;1
POT;7/28/16;Materials;-1
POT;7/24/14;Materials;1
POT;12/1/10;Materials;1
POT;10/25/12;Materials;-1
POT;7/26/12;Materials;-1
POT;1/31/13;Materials;-1
POT;1/26/12;Materials;-1
POT;10/24/13;Materials;-1
POT;4/28/16;Materials;-1
POT;1/30/14;Materials;-1
POT;3/1/11;Materials;1
POT;7/25/13;Materials;-1
POT;1/29/15;Materials;1
POT;10/27/11;Materials;1
POT;6/1/10;Materials;1
POT;7/30/15;Materials;-1
POT;4/26/12;Materials;-1
POT;4/30/15;Materials;-1
POT;3/1/10;Materials;1
POT;4/25/13;Materials;1
POT;6/1/11;Materials;1
POT;4/24/14;Materials;1
POT;1/28/16;Materials;-1
POT;10/29/15;Materials;-1
POT;10/23/14;Materials;-1
PX;1/29/14;Materials;1
PX;1/28/15;Materials;1
PX;7/25/12;Materials;-1
PX;7/26/11;Materials;1
PX;10/30/13;Materials;-1
PX;10/24/12;Materials;-1
PX;1/29/16;Materials;1
PX;4/25/12;Materials;1
PX;10/29/15;Materials;1
PX;4/23/14;Materials;1
PX;7/29/15;Materials;-1
PX;10/26/11;Materials;1
PX;1/26/11;Materials;1
PX;4/27/11;Materials;1
PX;10/29/14;Materials;-1
PX;7/24/13;Materials;1
PX;7/28/16;Materials;1
PX;7/23/14;Materials;-1
PX;1/23/13;Materials;1
PX;4/24/13;Materials;-1
PX;1/25/12;Materials;-1
PX;4/29/15;Materials;-1
PX;4/29/16;Materials;1
PX;4/28/10;Materials;-1
PX;7/28/10;Materials;1
PX;10/27/10;Materials;1
PPG;7/21/11;Materials;1
PPG;4/21/16;Materials;1
PPG;4/16/15;Materials;1
PPG;10/15/15;Materials;1
PPG;10/17/13;Materials;1
PPG;1/16/14;Materials;1
PPG;10/16/14;Materials;1
PPG;10/20/11;Materials;1
PPG;1/20/11;Materials;1
PPG;10/21/10;Materials;1
PPG;4/18/13;Materials;1
PPG;1/21/16;Materials;1
PPG;4/21/11;Materials;1
PPG;1/14/13;Materials;-1
PPG;7/16/15;Materials;1
PPG;7/18/13;Materials;-1
PPG;1/21/10;Materials;1
PPG;7/15/10;Materials;1
PPG;4/17/14;Materials;1
PPG;7/19/12;Materials;-1
PPG;1/19/12;Materials;1
PPG;4/15/10;Materials;1
PPG;1/15/15;Materials;1
PPG;7/21/16;Materials;-1
PPG;7/17/14;Materials;1
PPG;4/19/12;Materials;1
PPG;10/18/12;Materials;1
AVD;3/1/10;Materials;1
AVD;11/1/13;Materials;1
AVD;5/3/12;Materials;1
AVD;10/31/14;Materials;-1
AVD;8/4/16;Materials;1
AVD;3/6/12;Materials;1
AVD;5/3/13;Materials;1
AVD;2/28/13;Materials;1
AVD;11/2/11;Materials;1
AVD;7/31/15;Materials;-1
AVD;5/1/15;Materials;1
AVD;11/3/15;Materials;1
AVD;5/4/16;Materials;1
AVD;8/1/14;Materials;1
AVD;2/28/14;Materials;-1
AVD;8/2/12;Materials;1
AVD;5/2/14;Materials;1
AVD;3/2/16;Materials;1
AVD;9/1/10;Materials;-1
AVD;11/1/12;Materials;1
AVD;8/6/13;Materials;-1
AVD;6/1/11;Materials;1
AVD;6/1/10;Materials;-1
AMRS;11/5/14;Materials;-1
AMRS;5/9/12;Materials;-1
AMRS;2/25/15;Materials;-1
AMRS;5/11/16;Materials;-1
AMRS;2/20/13;Materials;-1
AMRS;11/1/13;Materials;1
AMRS;8/9/13;Materials;-1
AMRS;8/1/12;Materials;-1
AMRS;3/10/16;Materials;-1
AMRS;11/6/15;Materials;-1
AMRS;8/5/16;Materials;-1
AMRS;5/9/14;Materials;-1
AMRS;2/26/14;Materials;-1
AMRS;2/28/12;Materials;-1
AMRS;5/6/15;Materials;-1
AMRS;5/1/13;Materials;-1
AMRS;11/7/12;Materials;1
AMRS;8/7/15;Materials;-1
AMRS;6/1/11;Materials;-1
AMRS;3/1/11;Materials;-1
AMRS;8/8/14;Materials;-1
AMRS;12/1/10;Materials;-1
ASH;4/30/15;Materials;1
ASH;4/26/11;Materials;1
ASH;1/25/11;Materials;1
ASH;1/28/14;Materials;1
ASH;7/23/10;Materials;1
ASH;10/30/12;Materials;1
ASH;11/4/15;Materials;1
ASH;7/28/11;Materials;1
ASH;4/24/12;Materials;1
ASH;7/30/15;Materials;1
ASH;4/27/10;Materials;1
ASH;4/24/13;Materials;1
ASH;7/27/16;Materials;-1
ASH;7/26/12;Materials;1
ASH;11/6/14;Materials;1
ASH;7/25/13;Materials;-1
ASH;10/26/10;Materials;-1
ASH;11/5/13;Materials;1
ASH;1/27/15;Materials;1
ASH;5/1/14;Materials;1
ASH;8/1/14;Materials;1
ASH;4/27/16;Materials;1
ASH;1/29/13;Materials;-1
ASH;1/26/16;Materials;1
ASH;1/24/12;Materials;1
OLN;10/26/12;Materials;-1
OLN;1/29/13;Materials;1
OLN;7/24/12;Materials;1
OLN;8/2/16;Materials;1
OLN;4/26/13;Materials;1
OLN;3/1/11;Materials;1
OLN;7/25/14;Materials;1
OLN;9/1/11;Materials;1
OLN;4/27/12;Materials;1
OLN;1/28/14;Materials;1
OLN;4/28/15;Materials;1
OLN;1/31/12;Materials;1
OLN;9/1/10;Materials;1
OLN;6/1/10;Materials;1
OLN;12/1/10;Materials;-1
OLN;10/29/13;Materials;1
OLN;7/31/15;Materials;1
OLN;5/3/16;Materials;-1
OLN;6/1/11;Materials;1
OLN;2/6/15;Materials;1
OLN;4/25/14;Materials;1
OLN;7/26/13;Materials;1
OLN;11/3/15;Materials;-1
OLN;2/3/16;Materials;-1
OLN;10/24/14;Materials;-1
OLN;3/1/10;Materials;1
